technical_id,key,object_number,district_id,district,neighborhood,green_area_type,playground_name,playground_suffix,year_built,last_renovation_year,area_sqm,dedication,planning_area_number,planning_area_name,net_play_area_sqm,full_address,latitude,longitude,geometry,osm_name,distance_to_osm
00008100_0016cfdb,00008100:0016cfdb,70511,3,Pankow,Weißensee,Spielplatz,Gounodstr. 37-39,Unknown,2002.0,,1115.0,gewidmet,3500936.0,Komponistenviertel Weißensee,631.0,"Gounodstr. 37-39,Komponistenviertel Weißensee, Berlin, Germany",52.5472134,13.4612864,POINT (1498503.5474704187 6899679.912990629),,
00008100_0016ce8e,00008100:0016ce8e,70170,3,Pankow,Karow,Spielplatz,Straße 43 Nr. 13 A,Kleinholz,1998.0,2020.0,2700.0,gewidmet,3300413.0,Karow Ost,1594.0,"Straße 43 Nr. 13 A,Karow Ost, Berlin, Germany",52.6041928,13.4788478,POINT (1500458.4735760358 6910117.278064875),,
00008100_0016d06f,00008100:0016d06f,00885,3,Pankow,Buch,Spielplatz,Hörstenweg 79A,ggü. Mewesstraße,2019.0,,586.0,gewidmet,3100101.0,Bucher Forst,333.0,"Hörstenweg 79A,Bucher Forst, Berlin, Germany",52.6482767,13.5034618,POINT (1503198.4915224214 6918201.793058726),,28.77725933964517
00008100_0016d412,00008100:0016d412,70899,3,Pankow,Prenzlauer Berg,Spielplatz,Jablonskistr. 7-8,Unknown,2019.0,,1092.0,gewidmet,3701658.0,Christburger Straße,788.0,"Jablonskistr. 7-8,Christburger Straße, Berlin, Germany",52.5377755,13.423665,POINT (1494315.5523794885 6897952.407042845),,
00008100_0016d076,00008100:0016d076,00884,3,Pankow,Rosenthal,Spielplatz,Hauptstr./ Friedrich-Engels-Str.,Spielplatz Dorfaue Rosenthal,,,330.0,gewidmet,3400618.0,Rosenthal,330.0,"Hauptstr./ Friedrich-Engels-Str.,Rosenthal, Berlin, Germany",52.5968467,13.3768132,POINT (1489100.0338607405 6908770.87314869),,
00008100_0016d3e2,00008100:0016d3e2,77799,3,Pankow,Weißensee,Spielplatz,Mahlerstr. 30,Unknown,2004.0,,1735.0,gewidmet,3500936.0,Komponistenviertel Weißensee,1042.0,"Mahlerstr. 30,Komponistenviertel Weißensee, Berlin, Germany",52.546205,13.454083,POINT (1497701.6686504385 6899495.318507913),,7.07798564256636
00008100_0016d0b3,00008100:0016d0b3,00406,3,Pankow,Pankow,Spielplatz,Görschstr. / Florastr.,Unknown,,,785.0,gewidmet,3400721.0,Florakiez,445.0,"Görschstr. / Florastr.,Florakiez, Berlin, Germany",52.565759,13.4003961,POINT (1491725.270280169 6903075.56781176),,
00008100_0016ce4a,00008100:0016ce4a,70169,3,Pankow,Karow,Spielplatz,Bahnhofstr. 13,Unknown,,,953.0,gewidmet,3300412.0,Karow Bahnhof,758.0,"Bahnhofstr. 13,Karow Bahnhof, Berlin, Germany",52.612592,13.472968,POINT (1499803.9372340695 6911656.973557391),,21.646226771641825
00008100_0016ce9d,00008100:0016ce9d,70159,3,Pankow,Weißensee,Spielplatz,Bernkasteler Str. 73 a,zwischen Nr. 73 und 75,1996.0,,1629.0,gewidmet,3501037.0,Rathaus Weißensee,1032.0,"Bernkasteler Str. 73 a,Rathaus Weißensee, Berlin, Germany",52.5574732,13.474137,POINT (1499934.0697188068 6901558.280345346),,
00008100_0016d07c,00008100:0016d07c,77861,3,Pankow,Prenzlauer Berg,Spielplatz,Hiddenseer Str. 5,Unknown,2005.0,2015.0,576.0,gewidmet,3601348.0,Senefelderstraße,515.0,"Hiddenseer Str. 5,Senefelderstraße, Berlin, Germany",52.5428728,13.4241648,POINT (1494371.1898609872 6898885.366780653),,26.112748589321956
00008100_0016d40d,00008100:0016d40d,70904,3,Pankow,Prenzlauer Berg,Spielplatz,Liselotte-Herrmann-Str. 29,Hans-Otto-Str. 23,,2015.0,657.0,gewidmet,3701660.0,Bötzowstraße,469.0,"Liselotte-Herrmann-Str. 29,Bötzowstraße, Berlin, Germany",52.5314387,13.4358981,POINT (1495677.334842312 6896792.732411157),,14.780891885479395
00008100_0016ce4c,00008100:0016ce4c,70158,3,Pankow,Weißensee,Spielplatz,Bernkasteler Str. 15-16 A,Wittlicher Str. 5-7,1995.0,,1175.0,gewidmet,3501037.0,Rathaus Weißensee,835.0,"Bernkasteler Str. 15-16 A,Rathaus Weißensee, Berlin, Germany",52.5571718,13.4741668,POINT (1499937.3870396325 6901503.093678327),,
00008100_0016d168,00008100:0016d168,70820,3,Pankow,Prenzlauer Berg,Spielplatz,Michelangelostr. 63,Unknown,,,819.0,gewidmet,3601449.0,Michelangelostraße,591.0,"Michelangelostr. 63,Michelangelostraße, Berlin, Germany",52.5434235,13.4517947,POINT (1497446.9362596564 6898986.167985155),,
00008100_0016d31b,00008100:0016d31b,70653,3,Pankow,Prenzlauer Berg,Spielplatz,Lychener Str. 69,Unknown,2010.0,,767.0,gewidmet,3601347.0,Helmholtzplatz,524.0,"Lychener Str. 69,Helmholtzplatz, Berlin, Germany",52.5462161,13.4201699,POINT (1493926.4796272172 6899497.3504153695),,47.192939710968595
00008100_0016d40c,00008100:0016d40c,70908,3,Pankow,Prenzlauer Berg,Spielplatz,Prenzlauer Berg 5,Unknown,,,2439.0,Unknown,3701659.0,Immanuelkirchstraße,1637.0,"Prenzlauer Berg 5,Immanuelkirchstraße, Berlin, Germany",52.5291479,13.4194373,POINT (1493844.926968262 6896373.542649053),,
00008100_0016d400,00008100:0016d400,70922,3,Pankow,Prenzlauer Berg,Spielplatz,Malmöer Str. 8,Unknown,,2011.0,3280.0,gewidmet,3601140.0,Malmöer Straße,3077.0,"Malmöer Str. 8,Malmöer Straße, Berlin, Germany",52.5523059,13.403528,POINT (1492073.9117933845 6900612.19457046),,
00008100_0016cfa9,00008100:0016cfa9,70609,3,Pankow,Prenzlauer Berg,Spielplatz,Metzer Str. 28-30,Straßburger Str. 25-28 - Mondfisch,2001.0,2017.0,2740.0,gewidmet,3701556.0,Kollwitzplatz,1730.0,"Metzer Str. 28-30,Kollwitzplatz, Berlin, Germany",52.532513,13.4130487,POINT (1493133.7512693799 6896989.324350941),,
00008100_0016ce4b,00008100:0016ce4b,70153,3,Pankow,Heinersdorf,Spielplatz,Romain-Rolland-Str. 111,Neukirchstraße/Gleisschleife,,2011.0,1295.0,gewidmet,3300516.0,Heinersdorf,950.0,"Romain-Rolland-Str. 111,Heinersdorf, Berlin, Germany",52.57201,13.4373293,POINT (1495836.6552975352 6904220.4344263775),,47.370377524037735
00008100_0016d150,00008100:0016d150,70830,3,Pankow,Prenzlauer Berg,Spielplatz,Storkower Str. 80,Unknown,,,153.0,gewidmet,3601449.0,Michelangelostraße,153.0,"Storkower Str. 80,Michelangelostraße, Berlin, Germany",52.537503,13.4471269,POINT (1496927.3191405316 6897902.534368888),,
00008100_0016d242,00008100:0016d242,70855,3,Pankow,Prenzlauer Berg,Spielplatz,Storkower Str. 108,Unknown,,,1340.0,gewidmet,3601450.0,Volkspark Prenzlauer Berg,1027.0,"Storkower Str. 108,Volkspark Prenzlauer Berg, Berlin, Germany",52.5363902,13.4496578,POINT (1497209.05763978 6897698.874053112),,
00008100_0016cf49,00008100:0016cf49,78861,3,Pankow,Weißensee,Spielplatz,Lehderstr. 68,Unknown,2012.0,,989.0,gewidmet,3500934.0,Weißenseer Spitze,718.0,"Lehderstr. 68,Weißenseer Spitze, Berlin, Germany",52.5513866,13.4338747,POINT (1495452.0909846409 6900443.890749728),,35.43431976954339
00008100_0016d0f9,00008100:0016d0f9,00736,3,Pankow,Niederschönhausen,Spielplatz,Fritz-Reuter-Str. 31-32,Kreuzgrabengrünzug,2017.0,,1302.0,gewidmet,3200207.0,Herthaplatz,607.0,"Fritz-Reuter-Str. 31-32,Herthaplatz, Berlin, Germany",52.5894836,13.4102873,POINT (1492826.3536275034 6907421.5789722195),,
00008100_0016cee8,00008100:0016cee8,70685,3,Pankow,Prenzlauer Berg,Spielplatz,Käthe-Niederkirchner-Str. 27,Unknown,2008.0,,574.0,gewidmet,3701660.0,Bötzowstraße,392.0,"Käthe-Niederkirchner-Str. 27,Bötzowstraße, Berlin, Germany",52.5303048,13.4326228,POINT (1495312.7301141166 6896585.239163402),,24.265604576621737
00008100_0016d3f9,00008100:0016d3f9,70931,3,Pankow,Prenzlauer Berg,Spielplatz,Zehdenicker Str. 29/ 30,Christinenstraße 41,2005.0,,786.0,gewidmet,3701554.0,Teutoburger Platz,558.0,"Zehdenicker Str. 29/ 30,Teutoburger Platz, Berlin, Germany",52.5300556,13.4068124,POINT (1492439.529528946 6896539.638578599),,
00008100_0016cf88,00008100:0016cf88,70563,3,Pankow,Prenzlauer Berg,Spielplatz,Dunckerstr. 6,Unknown,,2020.0,950.0,gewidmet,3601348.0,Senefelderstraße,752.0,"Dunckerstr. 6,Senefelderstraße, Berlin, Germany",52.5413117,13.4202977,POINT (1493940.7062581407 6898599.626858293),,5.18405068081171
00008100_0016cf95,00008100:0016cf95,70566,3,Pankow,Prenzlauer Berg,Spielplatz,Göhrener Str.,Göhrener Ei,,,392.0,gewidmet,3601348.0,Senefelderstraße,271.0,"Göhrener Str.,Senefelderstraße, Berlin, Germany",52.5407232,13.4208453,POINT (1494001.664811299 6898491.911896272),,37.76481558958147
00008100_0014b89c,00008100:0014b89c,233800,1,Mitte,Moabit,Spielplatz,Helgoländer Ufer 4,20338,,2001.0,1450.0,gewidmet,1200626.0,Thomasiusstraße,485.0,"Helgoländer Ufer 4,Thomasiusstraße, Berlin, Germany",52.5210164,13.350136,POINT (1486130.3415409501 6894885.749234834),,26.42932049293164
00008100_0014bb2c,00008100:0014bb2c,106920,1,Mitte,Mitte,Spielplatz,Schillingstr. 24 - 26,00368,,,232.0,gewidmet,1100311.0,Karl-Marx-Allee,231.0,"Schillingstr. 24 - 26,Karl-Marx-Allee, Berlin, Germany",52.5196909,13.4220398,POINT (1494134.6359430514 6894643.253028759),,
00008100_0014bf56,00008100:0014bf56,316120,1,Mitte,Wedding,Spielplatz,Cambridger Str. 18 - 26,Grünzug Cambridger Str.; 30403,,,382.0,gewidmet,1400941.0,Londoner Straße,202.0,"Cambridger Str. 18 - 26,Londoner Straße, Berlin, Germany",52.5630763,13.3365707,POINT (1484620.2592524919 6902584.283077488),,
00008100_0014b8b8,00008100:0014b8b8,234400,1,Mitte,Moabit,Spielplatz,Wiebestr. 38,neben Kita Huttenstr.; 20344,,,2672.0,gewidmet,1200517.0,Huttenkiez,1500.0,"Wiebestr. 38,Huttenkiez, Berlin, Germany",52.5294796,13.3189841,POINT (1482662.527895707 6896434.238538157),,15.180477376547648
00008100_0014bf16,00008100:0014bf16,372920,1,Mitte,Wedding,Spielplatz,Malplaquetstr. 34,30473,,,972.0,gewidmet,1401048.0,Leopoldplatz,805.0,"Malplaquetstr. 34,Leopoldplatz, Berlin, Germany",52.5504601,13.3597544,POINT (1487201.056931196 6900274.272332979),,44.558722675394925
00008100_0014b895,00008100:0014b895,236600,1,Mitte,Tiergarten,Spielplatz,Bissingzeile 15,20366,,,2304.0,gewidmet,1100104.0,Körnerstraße,1911.0,"Bissingzeile 15,Körnerstraße, Berlin, Germany",52.5029203,13.3702486,POINT (1488369.265931479 6891575.754286482),,
00008100_0014b8bb,00008100:0014b8bb,238200,1,Mitte,Tiergarten,Spielplatz,Kurfürstenstr. 51,20382,,,1389.0,gewidmet,1100103.0,Lützowstraße,891.0,"Kurfürstenstr. 51,Lützowstraße, Berlin, Germany",52.501565,13.3570558,POINT (1486900.6501533415 6891327.9084223965),,12.637699434928352
00008100_0014ba59,00008100:0014ba59,320220,1,Mitte,Wedding,Spielplatz,Schönwalder Str. 19,südl. Kita u. Jugendclub; 30956 und 30477,,,841.0,gewidmet,1300836.0,Humboldthain Nordwest,523.0,"Schönwalder Str. 19,Humboldthain Nordwest, Berlin, Germany",52.5418182,13.3700619,POINT (1488348.4825825477 6898692.33426475),,
00008100_0014bb64,00008100:0014bb64,106220,1,Mitte,Mitte,Spielplatz,Berolinastr. 12 - 17,00366,,2023.0,474.4,gewidmet,1100311.0,Karl-Marx-Allee,399.0,"Berolinastr. 12 - 17,Karl-Marx-Allee, Berlin, Germany",52.5237134,13.4207414,POINT (1493990.0987162057 6895379.179797563),,
00008100_0014bf1d,00008100:0014bf1d,317400,1,Mitte,Wedding,Spielplatz,Liebenwalder Str. 15,Höhe Groninger Str.; 30464,,,2434.0,gewidmet,1401049.0,Schulstraße,1523.0,"Liebenwalder Str. 15,Schulstraße, Berlin, Germany",52.5521116,13.3630526,POINT (1487568.2108757303 6900576.622175695),,
00008100_0014bd43,00008100:0014bd43,143800,1,Mitte,Mitte,Spielplatz,Mulackstr. 9-10,00246,,,1016.0,gewidmet,1100309.0,Oranienburger Straße,660.0,"Mulackstr. 9-10,Oranienburger Straße, Berlin, Germany",52.5272743,13.4063452,POINT (1492387.5210628472 6896030.711890007),,
00008100_0014be01,00008100:0014be01,142630,1,Mitte,Mitte,Spielplatz,Joachimstr. 18 - 19,"zu ""Gipsdreieck""; 00726",,,720.0,gewidmet,1100309.0,Oranienburger Straße,1113.0,"Joachimstr. 18 - 19,Oranienburger Straße, Berlin, Germany",52.5283007,13.4003248,POINT (1491717.3332004754 6896218.520438915),,
00008100_0014b9bd,00008100:0014b9bd,302030,1,Mitte,Gesundbrunnen,Spielplatz,Drontheimer Str. 10,31938,2013.0,,15.0,gewidmet,1300730.0,Drontheimer Straße,406.0,"Drontheimer Str. 10,Drontheimer Straße, Berlin, Germany",52.5586568,13.3771489,POINT (1489137.4038137996 6901775.002457306),,
00008100_0014b8e6,00008100:0014b8e6,237700,1,Mitte,Moabit,Spielplatz,Turmstr. 87,Platz vor dem Amtsgericht; 20377,,2001.0,3113.0,gewidmet,1200626.0,Thomasiusstraße,1259.0,"Turmstr. 87,Thomasiusstraße, Berlin, Germany",52.5285256,13.3646215,POINT (1487742.860024836 6896259.672761931),,
00008100_0014bb16,00008100:0014bb16,125320,1,Mitte,Mitte,Spielplatz,Strelitzer Str. 12-13,00380,,2003.0,2754.0,gewidmet,1100415.0,Invalidenstraße,2500.0,"Strelitzer Str. 12-13,Invalidenstraße, Berlin, Germany",52.5344656,13.3960297,POINT (1491239.2048555694 6897346.6534506725),,
00008100_0014bb19,00008100:0014bb19,127320,1,Mitte,Mitte,Spielplatz,Max-Beer-Str.,Spielplatz Schendelpark; 00382,1995.0,2005.0,2555.0,gewidmet,1100310.0,Alexanderplatzviertel,2261.0,"Max-Beer-Str.,Alexanderplatzviertel, Berlin, Germany",52.526838,13.408908,POINT (1492672.8106538523 6895950.879947821),,
00008100_0014ba8a,00008100:0014ba8a,161200,1,Mitte,Mitte,Spielplatz,Strelitzer Str.  5 - 6,0744,2007.0,,839.0,gewidmet,1100415.0,Invalidenstraße,839.0,"Strelitzer Str.  5 - 6,Invalidenstraße, Berlin, Germany",52.5344656,13.3960297,POINT (1491239.2048555694 6897346.6534506725),,
00008100_0014bf32,00008100:0014bf32,340930,1,Mitte,Wedding,Spielplatz,"Nauener Platz, 30459",Eckgrundstück Schul- Reinickendorfer Str; 30459,,,438.0,gewidmet,1401049.0,Schulstraße,438.0,"Nauener Platz, 30459,Schulstraße, Berlin, Germany",52.5514056,13.3671696,POINT (1488026.5132193263 6900447.369200497),,
00008100_0014b870,00008100:0014b870,237800,1,Mitte,Moabit,Spielplatz,Zinzendorfstr. 12,20378,,,536.0,gewidmet,1200522.0,Elberfelder Straße,296.0,"Zinzendorfstr. 12,Elberfelder Straße, Berlin, Germany",52.5236067,13.3314887,POINT (1484054.5336002805 6895359.657886802),,2.6708400413699054
00008100_0014bb1e,00008100:0014bb1e,142620,1,Mitte,Mitte,Spielplatz,Gipsstr. 29 - 30,Spielplatz Gipsdreieck; 00396,,,591.0,gewidmet,1100309.0,Oranienburger Straße,573.0,"Gipsstr. 29 - 30,Oranienburger Straße, Berlin, Germany",52.5266862,13.4014682,POINT (1491844.6159062486 6895923.104546278),,
00008100_0014bf13,00008100:0014bf13,301150,1,Mitte,Gesundbrunnen,Spielplatz,Pankstr. 83,Panke Grünzug Mittelabschnitt; 30478,,,762.0,gewidmet,1401044.0,Uferstraße,450.0,"Pankstr. 83,Uferstraße, Berlin, Germany",52.547644,13.373819,POINT (1488766.721041407 6899758.738543294),,
00008100_0014bb3a,00008100:0014bb3a,139820,1,Mitte,Mitte,Spielplatz,Fischerinsel 6,00390,,1992.0,1353.7,gewidmet,1100312.0,Heine-Viertel West,1353.0,"Fischerinsel 6,Heine-Viertel West, Berlin, Germany",52.5126471,13.406684,POINT (1492425.2361063282 6893354.733903155),,
00008100_0014baeb,00008100:0014baeb,105900,1,Mitte,Mitte,Spielplatz,Mollstr. 5 - 11,00365,,2023.0,2309.0,gewidmet,1100311.0,Karl-Marx-Allee,1267.0,"Mollstr. 5 - 11,Karl-Marx-Allee, Berlin, Germany",52.5231046,13.4257602,POINT (1494548.7889765988 6895267.793936765),,
00008100_0014bb01,00008100:0014bb01,105810,1,Mitte,Mitte,Spielplatz,Mollstr. 15-18,00364,,2023.0,1730.0,gewidmet,1100311.0,Karl-Marx-Allee,746.0,"Mollstr. 15-18,Karl-Marx-Allee, Berlin, Germany",52.5231046,13.4257602,POINT (1494548.7889765988 6895267.793936765),,
00008100_0014bdad,00008100:0014bdad,340920,1,Mitte,Wedding,Spielplatz,"Nauener Platz, 30891",Reinickendorfer Str. 55 / 56 Teil 2; 30891,,,1926.0,gewidmet,1401049.0,Schulstraße,1926.0,"Nauener Platz, 30891,Schulstraße, Berlin, Germany",52.5514056,13.3671696,POINT (1488026.5132193263 6900447.369200497),,
00008100_0014b891,00008100:0014b891,234600,1,Mitte,Tiergarten,Spielplatz,Pohlstr. 9 - 19,20346,,,2280.0,gewidmet,1100104.0,Körnerstraße,1679.0,"Pohlstr. 9 - 19,Körnerstraße, Berlin, Germany",52.5012098,13.3622743,POINT (1487481.570916046 6891262.953697785),,
00008100_0014bc27,00008100:0014bc27,133900,1,Mitte,Mitte,Spielplatz,Claire-Waldoff-Str.,ggü. Friedrichstr. 129; 00610,,2007.0,1832.0,gewidmet,1100308.0,Charitéviertel,625.0,"Claire-Waldoff-Str.,Charitéviertel, Berlin, Germany",52.5248624,13.3867661,POINT (1490207.9856206567 6895589.404690468),,
00008100_0014bb45,00008100:0014bb45,140940,1,Mitte,Mitte,Spielplatz,Schmidstr. 1 - 11,00393,,1994.0,1023.3,gewidmet,1100313.0,Heine-Viertel Ost,388.0,"Schmidstr. 1 - 11,Heine-Viertel Ost, Berlin, Germany",52.5086029,13.4175295,POINT (1493632.5516437266 6892615.023570242),,35.46857895543554
00008100_00315590,00008100:00315590,112630,1,Mitte,Mitte,Spielplatz,Fischerinsel 1-2,Kleinkinderspielbereich,2024.0,,400.0,gewidmet,1100312.0,Heine-Viertel West,400.0,"Fischerinsel 1-2,Heine-Viertel West, Berlin, Germany",52.5134456,13.4073396,POINT (1492498.2171644922 6893500.7927641515),,
00008100_0014b9f6,00008100:0014b9f6,340120,1,Mitte,Wedding,Spielplatz,Park am Plötzensee,Pilzspielplatz; 31935,2009.0,,193.0,gewidmet,1400937.0,Afrikanische Straße,50.0,"Park am Plötzensee,Afrikanische Straße, Berlin, Germany",52.5456786,13.3263602,POINT (1483483.6315917475 6899398.959090259),,
00008100_0014ba9c,00008100:0014ba9c,215900,1,Mitte,Moabit,Spielplatz,Bundesratufer 2,an der Wendeschleife Stromstr.; 20687,,,77.6,gewidmet,1200522.0,Elberfelder Straße,20.0,"Bundesratufer 2,Elberfelder Straße, Berlin, Germany",52.5234658,13.3416095,POINT (1485181.1759027012 6895333.87879145),,
00008100_001991f8,00008100:001991f8,00244,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Langhoffstraße 2 - 26,Spielplätze im Wohnhof,1883.0,,3087.9,gewidmet,10100312.0,Springpfuhl,1304.3,"Langhoffstraße 2 - 26,Springpfuhl, Berlin, Germany",52.5320944,13.5433382,POINT (1507637.5120650905 6896912.721911792),,
00008100_001991a1,00008100:001991a1,00282,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Bärensteinstraße,Spielplatz,1985.0,,7237.7,gewidmet,10100315.0,Bärenstein,1360.86,"Bärensteinstraße,Bärenstein, Berlin, Germany",52.5410364,13.5664225,POINT (1510207.2445864095 6898549.23767422),,
00008100_001991e2,00008100:001991e2,00240,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Murtzaner Ring 2 - 28,mit Spiel- und Rodelberg,1983.0,2008.0,3721.5,gewidmet,10100312.0,Springpfuhl,2263.95,"Murtzaner Ring 2 - 28,Springpfuhl, Berlin, Germany",52.5307315,13.544133,POINT (1507725.988796373 6896663.320701396),,
00008100_0019917c,00008100:0019917c,00241,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Murtzaner Ring 2 - 28,Bolzplatz,1983.0,,734.0,gewidmet,10100312.0,Springpfuhl,734.18,"Murtzaner Ring 2 - 28,Springpfuhl, Berlin, Germany",52.5307315,13.544133,POINT (1507725.988796373 6896663.320701396),,
00008100_0019918b,00008100:0019918b,00283,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Bärensteinstraße,Bolzplatz,1985.0,1999.0,597.0,gewidmet,10100315.0,Bärenstein,597.13,"Bärensteinstraße,Bärenstein, Berlin, Germany",52.5410364,13.5664225,POINT (1510207.2445864095 6898549.23767422),,
00008100_001991d1,00008100:001991d1,00300,10,Marzahn-Hellersdorf,Biesdorf,Spielplatz,Cecilienstraße 182,Spielbereich zum Wuhlgarten,1986.0,,582.7,gewidmet,10300732.0,Buckower Ring,583.0,"Cecilienstraße 182,Buckower Ring, Berlin, Germany",52.5267695,13.5738666,POINT (1511035.9180078236 6895938.346240247),,
00008100_00199264,00008100:00199264,2306721,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Hohensaatener Straße,neuer Ballspielplatz,2007.0,,568.0,gewidmet,10100207.0,Ahrensfelder Berge,567.99,"Hohensaatener Straße,Ahrensfelder Berge, Berlin, Germany",52.55002,13.5729104,POINT (1510929.474310727 6900193.702551116),,
00008100_00199332,00008100:00199332,2301328,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Rosenbecker Straße 37,Ecke Eichhorster Straße,2003.0,,1944.5,gewidmet,10100102.0,Rosenbecker Straße,1543.47,"Rosenbecker Straße 37,Rosenbecker Straße, Berlin, Germany",52.5724484,13.5710718,POINT (1510724.8022949547 6904300.73322746),,
