technical_id,key,object_number,district_id,district,neighborhood,green_area_type,playground_name,playground_suffix,year_built,last_renovation_year,area_sqm,dedication,planning_area_number,planning_area_name,net_play_area_sqm,full_address,latitude,longitude,geometry,osm_name,distance_to_osm
00008100_00199408,00008100:00199408,00195,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Brodowiner Ring 22,Spielplatz,1987.0,,325.0,gewidmet,10100207.0,Ahrensfelder Berge,324.47,"Brodowiner Ring 22,Ahrensfelder Berge, Berlin, Germany",52.5488293,13.5784659,POINT (1511547.9097418291 6899975.723326378),,
00008100_00199434,00008100:00199434,00185,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Schwarzburger Str. 15/ 17,Spielplatz,1986.0,,527.0,gewidmet,10100206.0,Wuhletalstraße,312.0,"Schwarzburger Str. 15/ 17,Wuhletalstraße, Berlin, Germany",52.5582106,13.5713829,POINT (1510759.4337885403 6901693.300683879),,
00008100_0019919a,00008100:0019919a,00317,10,Marzahn-Hellersdorf,Biesdorf,Spielplatz,Nordpromenade,Piratenspielplatz am S-Bahnhof Biesdorf,1990.0,2022.0,2202.5,gewidmet,10300733.0,Alt-Biesdorf,1686.77,"Nordpromenade,Alt-Biesdorf, Berlin, Germany",52.5123656,13.5559524,POINT (1509041.7183858547 6893303.243528536),,
00008100_0019944f,00008100:0019944f,00171,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Walter-Felsenstein-Straße,Sella-Hasse-Str. 23 - Spielplatz,1991.0,,741.0,gewidmet,10100208.0,Bürgerpark,741.03,"Walter-Felsenstein-Straße,Bürgerpark, Berlin, Germany",52.5542019,13.5537796,POINT (1508799.8433962592 6900959.322037836),,
00008100_000a6dbe,00008100:000a6dbe,241.295,8,Neukölln,Rudow,Spielplatz,Pirnaer Strasse,Unknown,,2021.0,6331.0,gewidmet,8401242.0,Zittauer Straße,3184.97,"Pirnaer Strasse,Zittauer Straße, Berlin, Germany",52.4137507,13.4825241,POINT (1500867.717420039 6875285.426234157),,
00008100_000a6de4,00008100:000a6de4,231.290,8,Neukölln,Buckow,Spielplatz,Möwenweg,Unknown,,,5862.0,gewidmet,8401138.0,Goldhähnchenweg,3364.0,"Möwenweg,Goldhähnchenweg, Berlin, Germany",52.4414235,13.4610638,POINT (1498478.767751768 6880337.420236206),,
00008100_000a6d3f,00008100:000a6d3f,411.232,8,Neukölln,Neukölln,Spielplatz,Weigandufer,Unknown,,2016.0,7003.0,gewidmet,8100418.0,Hertzbergplatz,2625.0,"Weigandufer,Hertzbergplatz, Berlin, Germany",52.4834085,13.4468417,POINT (1496895.5708217572 6888008.336998728),,
00008100_000a6cf5,00008100:000a6cf5,211.276,8,Neukölln,Buckow,Spielplatz,Parksiedlung Spruch 8,Unknown,,,859.0,gewidmet,8200831.0,Buckow West,693.0,"Parksiedlung Spruch 8,Buckow West, Berlin, Germany",52.4217691,13.4076318,POINT (1492530.744719702 6876748.9528243635),,
00008100_000a6c6a,00008100:000a6c6a,324.204,8,Neukölln,Britz,Spielplatz,Hannemannstrasse,Jugendfreizeitheim,,,1123.0,Unknown,8200623.0,Park am Buschkrug,715.64,"Hannemannstrasse,Park am Buschkrug, Berlin, Germany",52.4554051,13.4481853,POINT (1497045.139689587 6882891.131887585),,
00008100_000a6b67,00008100:000a6b67,234.201,8,Neukölln,Rudow,Spielplatz,Käte-Frankenthal Weg 12,Jugendfreizeitheim,,,3603.0,Unknown,8401245.0,Frauenviertel,3080.0,"Käte-Frankenthal Weg 12,Frauenviertel, Berlin, Germany",52.4006685,13.5028714,POINT (1503132.768495057 6872898.220785399),,
00008100_000a6b6f,00008100:000a6b6f,321.249,8,Neukölln,Britz,Spielplatz,Dürtenstrasse,Krugpfuhl,2000.0,,228.0,gewidmet,8200726.0,Hufeisensiedlung,148.0,"Dürtenstrasse,Hufeisensiedlung, Berlin, Germany",52.4489614,13.4522298,POINT (1497495.3713701004 6881714.10208962),,
00008100_000a6cd6,00008100:000a6cd6,241.296,8,Neukölln,Gropiusstadt,Spielplatz,Ringslebenstrasse,Unknown,1997.0,,170.0,gewidmet,8301036.0,Gropiusstadt Mitte,133.0,"Ringslebenstrasse,Gropiusstadt Mitte, Berlin, Germany",52.4208021,13.4605691,POINT (1498423.697999673 6876572.4408798525),,
00008100_000a6d37,00008100:000a6d37,431.229,8,Neukölln,Neukölln,Spielplatz,Schierkerplatz,Unknown,,2019.0,1916.0,gewidmet,8100208.0,Körnerpark,1268.75,"Schierkerplatz,Körnerpark, Berlin, Germany",52.4702095,13.4377399,POINT (1495882.363080455 6885596.010290577),,
00008100_000a6d11,00008100:000a6d11,434.201,8,Neukölln,Neukölln,Spielplatz,Lessinghöhe,Jugendheim,,,13957.0,Unknown,8100207.0,Rollberg,6500.0,"Lessinghöhe,Rollberg, Berlin, Germany",52.4758746,13.4361517,POINT (1495705.565465177 6886631.308578923),,
00008100_000a6b7f,00008100:000a6b7f,231.296,8,Neukölln,Buckow,Spielplatz,Ortolanweg,Unknown,2002.0,,2071.0,gewidmet,8401140.0,Vogelviertel Nord,1390.65,"Ortolanweg,Vogelviertel Nord, Berlin, Germany",52.4395265,13.4695543,POINT (1499423.9258883484 6879990.999371314),,
00008100_000a6b4c,00008100:000a6b4c,431.201,8,Neukölln,Neukölln,Spielplatz,Weichselstraße 33,Unknown,,,1364.0,gewidmet,8100312.0,Weichselplatz,1119.52,"Weichselstraße 33,Weichselplatz, Berlin, Germany",52.4891899,13.4388975,POINT (1496011.2265229973 6889065.207546407),,
00008100_000a6c88,00008100:000a6c88,321.256,8,Neukölln,Britz,Spielplatz,Miningstrasse,Unknown,,,5990.0,gewidmet,8200726.0,Hufeisensiedlung,3677.0,"Miningstrasse,Hufeisensiedlung, Berlin, Germany",52.4497224,13.4466681,POINT (1496876.2457581554 6881853.100163749),,
00008100_000a6bfb,00008100:000a6bfb,321.235,8,Neukölln,Britz,Spielplatz,Bürgerstraße,Unknown,2007.0,,1854.0,gewidmet,8200622.0,Jahnstraße,1197.0,"Bürgerstraße,Jahnstraße, Berlin, Germany",52.4624321,13.444803,POINT (1496668.6237758768 6884174.905739225),,
00008100_000a6b4d,00008100:000a6b4d,224.908,8,Neukölln,Britz,Spielplatz,Gutschmidtstraße,Abenteuerspielplatz,,,2500.0,Unknown,8200730.0,Handwerker-Siedlung,2000.0,"Gutschmidtstraße,Handwerker-Siedlung, Berlin, Germany",52.4369445,13.4471881,POINT (1496934.131893368 6879519.511120606),,
00008100_0012dce1,00008100:0012dce1,17306,7,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Motzstr. 51,Unknown,1975.0,,675.0,gewidmet,7100101.0,Wittenbergplatz,301.0,"Motzstr. 51,Wittenbergplatz, Berlin, Germany",52.4969568,13.3454465,POINT (1485608.3087888751 6890485.256720192),,
00008100_0012d930,00008100:0012d930,00642,7,Tempelhof-Schöneberg,Mariendorf,Spielplatz,Ringstr. 27,Versunkene Goldgräberstadt,,2014.0,1974.0,gewidmet,7501029.0,Ringstraße,1183.0,"Ringstr. 27,Ringstraße, Berlin, Germany",52.4449205,13.3705492,POINT (1488402.7285704112 6880976.064372485),,
00008100_0012d7f4,00008100:0012d7f4,17916,7,Tempelhof-Schöneberg,Tempelhof,Spielplatz,Tempelhofer Damm 103,Skateboard,,,355.0,gewidmet,7400721.0,Paradestraße,280.0,"Tempelhofer Damm 103,Paradestraße, Berlin, Germany",52.4639522,13.3856145,POINT (1490079.7900950592 6884452.642192916),,
00008100_0012db64,00008100:0012db64,19056,7,Tempelhof-Schöneberg,Tempelhof,Spielplatz,Götzstraße 30,an der Templerzeile,2012.0,2012.0,469.0,gewidmet,7400927.0,Rathaus Tempelhof,469.0,"Götzstraße 30,Rathaus Tempelhof, Berlin, Germany",52.463067,13.3913529,POINT (1490718.5858610272 6884290.906727065),,
00008100_0012d799,00008100:0012d799,18027,7,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Priesterweg 21,am Baluschek-Park,2001.0,,7559.0,gewidmet,7300619.0,Grazer Platz,4665.0,"Priesterweg 21,Grazer Platz, Berlin, Germany",52.4605556,13.3555976,POINT (1486738.3240718665 6883832.064905811),,
00008100_0012d8e9,00008100:0012d8e9,00647,7,Tempelhof-Schöneberg,Lichtenrade,Spielplatz,Küstriner Str.,"Bolzplatz, BMX etc",1982.0,,6531.0,gewidmet,7601443.0,Töpchiner Weg,3996.0,"Küstriner Str.,Töpchiner Weg, Berlin, Germany",52.4094476,13.4146652,POINT (1493313.6992262474 6874500.12972414),,
00008100_0012d8f6,00008100:0012d8f6,00643,7,Tempelhof-Schöneberg,Marienfelde,Spielplatz,Hildburghauser Str.,"neben Nr. 19, Bolzplatz etc",1976.0,2008.0,10095.0,gewidmet,7601236.0,Marienfelder Allee Nordwest,8599.0,"Hildburghauser Str.,Marienfelder Allee Nordwest, Berlin, Germany",52.4149042,13.3470366,POINT (1485785.317911185 6875495.94784931),,
00008100_0012d926,00008100:0012d926,00623,7,Tempelhof-Schöneberg,Mariendorf,Spielplatz,Volkspark Mariendorf - Mariendorfer Damm,Planetensystem,1923.0,,1740.0,gewidmet,7501031.0,Eisenacher Straße,1452.0,"Volkspark Mariendorf - Mariendorfer Damm,Eisenacher Straße, Berlin, Germany",52.4418839,13.3877145,POINT (1490313.561025725 6880421.498482461),,
00008100_0011de88,00008100:0011de88,61062,5,Spandau,Hakenfelde,Spielplatz,Maselakepark (KS),verlängerter Hohenzollernring,2009.0,2021.0,1150.0,gewidmet,5100104.0,Maselake,450.0,"Maselakepark (KS),Maselake, Berlin, Germany",52.5559445,13.2115867,POINT (1470707.1040151855 6901278.377631593),,
00008100_0011dfae,00008100:0011dfae,41640,5,Spandau,Wilhelmstadt,Spielplatz,Teltower Straße (KS),Freiheitswiesen,,2017.0,784.0,gewidmet,5200632.0,Tiefwerder,784.0,"Teltower Straße (KS),Tiefwerder, Berlin, Germany",52.5269017,13.2159918,POINT (1471197.4775040788 6895962.535398538),,
00008100_0011e0ec,00008100:0011e0ec,00027,5,Spandau,Spandau,Spielplatz,Koeltzepark (KS),Am Koeltzepark 4,1989.0,2015.0,5043.0,gewidmet,5100312.0,Eckschanze,4431.0,"Koeltzepark (KS),Eckschanze, Berlin, Germany",52.5466413,13.2052655,POINT (1470003.431249983 6899575.185671649),,
00008100_0011dfb4,00008100:0011dfb4,41600,5,Spandau,Haselhorst,Spielplatz,Grützmachergraben (KS),südl KGA Haselbusch,2001.0,,1681.0,gewidmet,5300736.0,Zitadellenweg,1681.0,"Grützmachergraben (KS),Zitadellenweg, Berlin, Germany",52.5361244,13.2309391,POINT (1472861.4033288134 6897650.229137506),,
00008100_0011e020,00008100:0011e020,40930,5,Spandau,Gatow,Spielplatz,Waldschluchtpfad (KS),Breitehornweg,,,985.0,gewidmet,5400942.0,Alt-Gatow,985.0,"Waldschluchtpfad (KS),Alt-Gatow, Berlin, Germany",52.4696744,13.1749928,POINT (1466633.4897010454 6885498.227534574),,
00008100_0011e267,00008100:0011e267,60033,5,Spandau,Kladow,Spielplatz,Imchenallee (BS),Ecke Sibeliusweg,2000.0,2018.0,601.0,gewidmet,5400944.0,Kladower Damm,500.0,"Imchenallee (BS),Kladower Damm, Berlin, Germany",52.4511386,13.1474434,POINT (1463566.7045213855 6882111.778137455),,
00008100_0011e2e9,00008100:0011e2e9,00710,5,Spandau,Staaken,Spielplatz,Pfarrer-Theile-Straße (KS),Wohnpark Staaken I,1998.0,,2049.0,gewidmet,5200525.0,Pillnitzer Weg,2049.0,"Pfarrer-Theile-Straße (KS),Pillnitzer Weg, Berlin, Germany",52.5262472,13.1468056,POINT (1463495.7049501576 6895842.779649899),,
00008100_0011dfb3,00008100:0011dfb3,41730,5,Spandau,Haselhorst,Spielplatz,Romy-Schneider-Str. (KS),östlicher Abzugsgraben,2001.0,2020.0,463.0,gewidmet,5300736.0,Zitadellenweg,463.0,"Romy-Schneider-Str. (KS),Zitadellenweg, Berlin, Germany",52.5455634,13.2249788,POINT (1472197.9057678382 6899377.8714690935),,
00008100_0011e2bb,00008100:0011e2bb,50012,5,Spandau,Hakenfelde,Spielplatz,An der Havelspitze (KS),Quartier Havelspitze,2000.0,,1225.0,gewidmet,5100104.0,Maselake,1225.0,"An der Havelspitze (KS),Maselake, Berlin, Germany",52.5557641,13.2178866,POINT (1471408.405675234 6901245.347301186),,
00008100_0011e023,00008100:0011e023,40921,5,Spandau,Kladow,Spielplatz,Runeberg (KS),Räuberspielplatz mi Zauberwald,,2011.0,2367.0,gewidmet,5400944.0,Kladower Damm,2367.0,"Runeberg (KS),Kladower Damm, Berlin, Germany",52.4550498,13.1481601,POINT (1463646.4872004369 6882826.227004396),,
00008100_0011df86,00008100:0011df86,40251,5,Spandau,Falkenhagener Feld,Spielplatz,Wasserwerkstraße (KS),zw. Falkenseer Ch. und Pionierstr.,,,5600.0,gewidmet,5100208.0,Im Spektefeld,5600.0,"Wasserwerkstraße (KS),Im Spektefeld, Berlin, Germany",52.5538924,13.1663018,POINT (1465666.0120065613 6900902.656482259),,
00008100_0011de70,00008100:0011de70,70221,5,Spandau,Falkenhagener Feld,Spielplatz,Schulzenstraße (KS),Schulzenstr Ecke An der Kappe,2009.0,,2456.0,gewidmet,5100211.0,An der Kappe,2456.0,"Schulzenstraße (KS),An der Kappe, Berlin, Germany",52.5400908,13.1785008,POINT (1467023.9984747483 6898376.163392001),,
00008100_0011df8f,00008100:0011df8f,41595,5,Spandau,Spandau,Spielplatz,Spandauer Burgwall (KS),Unknown,,2015.0,2507.0,gewidmet,5200629.0,Borkumer Straße,2507.0,"Spandauer Burgwall (KS),Borkumer Straße, Berlin, Germany",52.5275078,13.19821,POINT (1469218.016582691 6896073.436851355),,
00008100_0011df23,00008100:0011df23,60114,5,Spandau,Kladow,Spielplatz,Landstadt Gatow (KS),Am Flugplatz Gatow,,2020.0,2035.0,gewidmet,5400943.0,Jägerallee,2035.0,"Landstadt Gatow (KS),Jägerallee, Berlin, Germany",52.4745529,13.127942,POINT (1461395.8186036292 6886389.755689147),,
00008100_0024d6c9,00008100:0024d6c9,24680,5,Spandau,Spandau,Spielplatz,Lindenufer I,Unknown,,,608.0,gewidmet,5100316.0,Carl-Schurz-Straße,608.0,"Lindenufer I,Carl-Schurz-Straße, Berlin, Germany",52.5368819,13.2072307,POINT (1470222.1963132902 6897788.86243285),,38.647431408646455
00008100_0024f60c,00008100:0024f60c,24681,5,Spandau,Spandau,Spielplatz,Lindenufer II,Unknown,,,182.0,gewidmet,5100316.0,Carl-Schurz-Straße,182.0,"Lindenufer II,Carl-Schurz-Straße, Berlin, Germany",52.5353992,13.2054154,POINT (1470020.118041653 6897517.5094433995),,
00008100_0016ce9a,00008100:0016ce9a,70212,3,Pankow,Karow,Spielplatz,Ingwäonenweg 62,Abenteuerspielplatz,,,5442.0,gewidmet,3300411.0,Karow Nord,2546.0,"Ingwäonenweg 62,Karow Nord, Berlin, Germany",52.6100423,13.4975018,POINT (1502535.0273572935 6911189.545255525),,
00008100_0016cdaa,00008100:0016cdaa,00328,3,Pankow,Pankow,Spielplatz,Wolfshagener Str. 105,Am Freibad,,,5149.0,gewidmet,3400724.0,Wolfshagener Straße,4729.0,"Wolfshagener Str. 105,Wolfshagener Straße, Berlin, Germany",52.5751347,13.4158023,POINT (1493440.2806192283 6904792.782395562),,
00008100_0016ce92,00008100:0016ce92,70181,3,Pankow,Weißensee,Spielplatz,Buschallee 87 - Spielplatz 1,Falkenberger Straße 27-30,2004.0,,1696.0,gewidmet,3501037.0,Rathaus Weißensee,872.0,"Buschallee 87 - Spielplatz 1,Rathaus Weißensee, Berlin, Germany",52.5548716,13.4763837,POINT (1500184.171218772 6901081.937049176),,0.00012849012800069884
00008100_0016d1e9,00008100:0016d1e9,70072,3,Pankow,Prenzlauer Berg,Spielplatz,Greifswalder Str. 80D,Unknown,,,3610.0,gewidmet,3601451.0,Anton-Saefkow-Park,2027.01,"Greifswalder Str. 80D,Anton-Saefkow-Park, Berlin, Germany",52.5389809,13.4379454,POINT (1495905.239235813 6898173.021842907),,
00008100_0016cf0d,00008100:0016cf0d,79821,3,Pankow,Blankenburg,Spielplatz,Schäferstege 5,am Ilsenburggraben,2007.0,,4375.0,gewidmet,3300514.0,Blankenburg,4375.0,"Schäferstege 5,Blankenburg, Berlin, Germany",52.5931844,13.4498409,POINT (1497229.4402385443 6908099.725297241),,
00008100_0016ce66,00008100:0016ce66,70210,3,Pankow,Karow,Spielplatz,Sägebockweg 107,"""Pirateninsel""",,,1300.0,gewidmet,3300411.0,Karow Nord,957.0,"Sägebockweg 107,Karow Nord, Berlin, Germany",52.6138681,13.4897038,POINT (1501666.9579680874 6911890.927087245),,
00008100_0014bf2e,00008100:0014bf2e,345090,1,Mitte,Wedding,Spielplatz,Schillerpark,Spielplatz auf der Bastion; 30445,,,294.0,gewidmet,1400940.0,Schillerpark,294.0,"Schillerpark,Schillerpark, Berlin, Germany",52.5584433,13.3474967,POINT (1485836.5360088993 6901735.909281854),,
00008100_0014bf30,00008100:0014bf30,345060,1,Mitte,Wedding,Spielplatz,Schillerpark,Bristolstr.; 30443,,,1142.0,gewidmet,1400940.0,Schillerpark,982.0,"Schillerpark,Schillerpark, Berlin, Germany",52.5584433,13.3474967,POINT (1485836.5360088993 6901735.909281854),,
00008100_0014bf4e,00008100:0014bf4e,345040,1,Mitte,Wedding,Spielplatz,Schillerpark,"Aloysiuskirche, Barfusstr.; 30411",,,443.0,gewidmet,1400940.0,Schillerpark,383.0,"Schillerpark,Schillerpark, Berlin, Germany",52.5584433,13.3474967,POINT (1485836.5360088993 6901735.909281854),,
00008100_0014bf58,00008100:0014bf58,324030,1,Mitte,Wedding,Spielplatz,Leopoldplatz,I Turiner / Nazarethkirchstr.; 30398,,,252.0,gewidmet,1401048.0,Leopoldplatz,252.0,"Leopoldplatz,Leopoldplatz, Berlin, Germany",52.5463833,13.3591672,POINT (1487135.690126202 6899527.957227694),,
00008100_0014bf1b,00008100:0014bf1b,345030,1,Mitte,Wedding,Spielplatz,Schillerpark,Ungarnstr. II (westlich); 30471,,,153.0,gewidmet,1400940.0,Schillerpark,153.0,"Schillerpark,Schillerpark, Berlin, Germany",52.5584433,13.3474967,POINT (1485836.5360088993 6901735.909281854),,
00008100_0014bf59,00008100:0014bf59,317100,1,Mitte,Wedding,Spielplatz,Liesenstr. 15 - 16,Ecke Neue Hochstr.; 30407,,,802.0,gewidmet,1300836.0,Humboldthain Nordwest,500.0,"Liesenstr. 15 - 16,Humboldthain Nordwest, Berlin, Germany",52.5373265,13.3746327,POINT (1488857.3017110655 6897870.231682858),,
00008100_0014be0a,00008100:0014be0a,160300,1,Mitte,Mitte,Spielplatz,Veteranenstr. 18,00728,,2003.0,833.0,gewidmet,1100416.0,Arkonaplatz,600.0,"Veteranenstr. 18,Arkonaplatz, Berlin, Germany",52.5333712,13.4017518,POINT (1491876.1861138374 6897146.3744441345),,
00008100_0014bb63,00008100:0014bb63,106600,1,Mitte,Mitte,Spielplatz,Berolinastr. 4 - 6,00367,,,3785.0,gewidmet,1100311.0,Karl-Marx-Allee,1680.0,"Berolinastr. 4 - 6,Karl-Marx-Allee, Berlin, Germany",52.5237134,13.4207414,POINT (1493990.0987162057 6895379.179797563),,
00008100_0014bb17,00008100:0014bb17,108020,1,Mitte,Mitte,Spielplatz,Singerstr. 109 - 117,Spielplatz Singerstr. ; 00370,,,5203.0,gewidmet,1100311.0,Karl-Marx-Allee,2770.0,"Singerstr. 109 - 117,Karl-Marx-Allee, Berlin, Germany",52.5173659,13.4214122,POINT (1494064.7718306296 6894217.91899919),,
00008100_0014bbd6,00008100:0014bbd6,124610,1,Mitte,Mitte,Spielplatz,Eichendorffstr.,Spielplatz Invalidenstr.; 00609,,2011.0,2126.0,gewidmet,1100415.0,Invalidenstraße,1321.0,"Eichendorffstr.,Invalidenstraße, Berlin, Germany",52.5298791,13.3876859,POINT (1490310.3772882884 6896507.341370699),,
00008100_0014b8f4,00008100:0014b8f4,238100,1,Mitte,Moabit,Spielplatz,Helgoländer Ufer 1,20381,,2000.0,1818.0,gewidmet,1200626.0,Thomasiusstraße,936.0,"Helgoländer Ufer 1,Thomasiusstraße, Berlin, Germany",52.5201136,13.3515989,POINT (1486293.1908240316 6894720.583917559),,4.391024254130001
00008100_0014b882,00008100:0014b882,236800,1,Mitte,Moabit,Spielplatz,Unionstr. 5,20368,,,2648.0,gewidmet,1200520.0,Bremer Straße,2112.0,"Unionstr. 5,Bremer Straße, Berlin, Germany",52.5328716,13.3376076,POINT (1484735.6864324957 6897054.947565864),,
00008100_0014bf31,00008100:0014bf31,345050,1,Mitte,Wedding,Spielplatz,Schillerpark,Ofener Str. / Edinburger Str.; 30442,,,421.0,gewidmet,1400940.0,Schillerpark,421.0,"Schillerpark,Schillerpark, Berlin, Germany",52.5584433,13.3474967,POINT (1485836.5360088993 6901735.909281854),,
00008100_0014b88c,00008100:0014b88c,236900,1,Mitte,Moabit,Spielplatz,Bremer Str. 30,20369,,,2510.0,gewidmet,1200520.0,Bremer Straße,1417.0,"Bremer Str. 30,Bremer Straße, Berlin, Germany",52.5314206,13.339019,POINT (1484892.8027618013 6896789.420235923),,25.2231634451385
00008100_0014bf4f,00008100:0014bf4f,345020,1,Mitte,Wedding,Spielplatz,Schillerpark,Ungarnstr.  I  (östlich); 30410,,,162.0,gewidmet,1400940.0,Schillerpark,162.0,"Schillerpark,Schillerpark, Berlin, Germany",52.5584433,13.3474967,POINT (1485836.5360088993 6901735.909281854),,
00008100_0014be6b,00008100:0014be6b,162820,1,Mitte,Mitte,Spielplatz,Oranienburger Str. 18,Schiffsspielplatz im Krausnickpark; 00806,,2006.0,1162.0,gewidmet,1100309.0,Oranienburger Straße,800.0,"Oranienburger Str. 18  ,Oranienburger Straße, Berlin, Germany",52.5240834,13.3971151,POINT (1491360.0310308763 6895446.875637998),,
00008100_0014bb5d,00008100:0014bb5d,112620,1,Mitte,Mitte,Spielplatz,Fischerinsel 1 - 2,Calisthenics-Anlage,2024.0,,160.0,gewidmet,1100312.0,Heine-Viertel West,160.0,"Fischerinsel 1 - 2,Heine-Viertel West, Berlin, Germany",52.5134456,13.4073396,POINT (1492498.2171644922 6893500.7927641515),,
00008100_0014b9b8,00008100:0014b9b8,345080,1,Mitte,Wedding,Spielplatz,Schillerpark,Planschbecken Dubliner Str.; 30495,,,1745.0,gewidmet,1400940.0,Schillerpark,962.0,"Schillerpark,Schillerpark, Berlin, Germany",52.5584433,13.3474967,POINT (1485836.5360088993 6901735.909281854),,
00008100_0014bf62,00008100:0014bf62,301260,1,Mitte,Wedding,Spielplatz,Schulzendorfer Str. 10,"Panke Grünzug Süd, 30389",,,676.0,gewidmet,1300836.0,Humboldthain Nordwest,236.0,"Schulzendorfer Str. 10,Humboldthain Nordwest, Berlin, Germany",52.540029,13.3705505,POINT (1488402.8732857495 6898364.852194961),,
